fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,General Operating Fund,Revenue,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$650.00
2016,General Operating Fund,Revenue,2,Purchase of Services,240,Advertising/promotional Activities,$300.00
2016,General Operating Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,$2774560.00
2016,General Operating Fund,Revenue,2,Purchase of Services,251,Information Technology-prof Service,$43000.00
2016,General Operating Fund,Revenue,2,Purchase of Services,253,Legal Services,$5700.00
2016,General Operating Fund,Revenue,2,Purchase of Services,255,Dues,$19775.00
2016,General Operating Fund,Revenue,2,Purchase of Services,256,Seminar and Training Sessions,$6510.00
2016,General Operating Fund,Revenue,2,Purchase of Services,258,Court Reporters,$2000.00
2016,General Operating Fund,Revenue,2,Purchase of Services,260,Repair and Maintenance Charges,$141545.00
2016,General Operating Fund,Revenue,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$1600.00
2016,General Operating Fund,Revenue,2,Purchase of Services,277,Witness Fees,$100.00
2016,General Operating Fund,Revenue,2,Purchase of Services,285,Rents,$23250.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,304,Books and Other Publications,$23900.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,305,Building and Construction,$1000.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$1430.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,310,Electrical and Communication,$200.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,316,General Hardware and Minor Tools,$500.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,317,Hospital and Laboratory,$60.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$1576.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,320,Office Materials and Supplies,$173100.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,324,"Precision, Photographic and Artists",$22000.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,325,Printing,$498500.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,326,Recreational and Educational,$600.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,335,Lubricants,$500.00
2016,General Operating Fund,Revenue,3,Materials and Supplies,345,Gasoline,$25.00
2016,General Operating Fund,Revenue,4,Equipment,410,Electrical Lighting Communication,$15000.00
2016,General Operating Fund,Revenue,4,Equipment,418,Janitorial and Laundry,$220.00
2016,General Operating Fund,Revenue,4,Equipment,420,Office Equipment,$50000.00
2016,General Operating Fund,Revenue,4,Equipment,423,Plumbing/air Conditioning/space Htg,$200.00
2016,General Operating Fund,Revenue,4,Equipment,424,"Precision, Photographic and Artist",$1250.00
2016,General Operating Fund,Revenue,4,Equipment,427,Computer Equipment & Peripherals,$400.00
2016,General Operating Fund,Revenue,4,Equipment,430,Furniture and Furnishings,$10515.00
2016,General Operating Fund,Sinking Fund Commission,2,Purchase of Services,281,Lease Payments-phila Municipal Auth,$26184743.00
2016,General Operating Fund,Sinking Fund Commission,2,Purchase of Services,285,Rents,$78362170.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,701,Interest on City Debt -- Long-term,$74283838.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,702,Principal Payments on City Debt-l/t,$59175000.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,703,Interest on City Debt - Short-term,$4500000.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,704,Sinking Fund Reserve Payment,$1339375.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,705,Commitment Fee Expense,$2000000.00
2016,General Operating Fund,Sinking Fund Commission,7,Debt Service,706,Arbitrage Payments,$100000.00
2016,General Operating Fund,Procurement,1,Personal Services,100,Salary Control,$7758.00
2016,General Operating Fund,Procurement,1,Personal Services,101,Perm Full Time-civilian,$2459593.00
2016,General Operating Fund,Procurement,1,Personal Services,161,Overtime Civilian,$5000.00
2016,General Operating Fund,Procurement,2,Purchase of Services,210,Postage,$4500.00
2016,General Operating Fund,Procurement,2,Purchase of Services,211,Transportation,$5000.00
2016,General Operating Fund,Procurement,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$500.00
2016,General Operating Fund,Procurement,2,Purchase of Services,240,Advertising/promotional Activities,$2194662.00
2016,General Operating Fund,Procurement,2,Purchase of Services,250,Professional Consult/spec Services,$23500.00
2016,General Operating Fund,Procurement,2,Purchase of Services,251,Information Technology-prof Service,$47000.00
2016,General Operating Fund,Procurement,2,Purchase of Services,255,Dues,$2025.00
2016,General Operating Fund,Procurement,2,Purchase of Services,256,Seminar and Training Sessions,$16580.00
2016,General Operating Fund,Procurement,2,Purchase of Services,258,Court Reporters,$300.00
2016,General Operating Fund,Procurement,2,Purchase of Services,260,Repair and Maintenance Charges,$19200.00
2016,General Operating Fund,Procurement,2,Purchase of Services,285,Rents,$3000.00
2016,General Operating Fund,Procurement,3,Materials and Supplies,304,Books and Other Publications,$9000.00
2016,General Operating Fund,Procurement,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$100.00
2016,General Operating Fund,Procurement,3,Materials and Supplies,320,Office Materials and Supplies,$20000.00
2016,General Operating Fund,Procurement,3,Materials and Supplies,324,"Precision, Photographic and Artists",$5605.00
2016,General Operating Fund,Procurement,3,Materials and Supplies,325,Printing,$4849.00
2016,General Operating Fund,Procurement,4,Equipment,420,Office Equipment,$7500.00
2016,General Operating Fund,Procurement,4,Equipment,430,Furniture and Furnishings,$2000.00
2016,General Operating Fund,City Treasurer,1,Personal Services,100,Salary Control,$10236.00
2016,General Operating Fund,City Treasurer,1,Personal Services,101,Perm Full Time-civilian,$975453.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,209,Telephone,$600.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,210,Postage,$1781.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,211,Transportation,$434.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,250,Professional Consult/spec Services,$102279.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,255,Dues,$1500.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,256,Seminar and Training Sessions,$3500.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,260,Repair and Maintenance Charges,$4200.00
2016,General Operating Fund,City Treasurer,2,Purchase of Services,285,Rents,$4150.00
2016,General Operating Fund,City Treasurer,3,Materials and Supplies,304,Books and Other Publications,$1022.00
2016,General Operating Fund,City Treasurer,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$6200.00
2016,General Operating Fund,City Treasurer,3,Materials and Supplies,324,"Precision, Photographic and Artists",$1000.00
2016,General Operating Fund,City Treasurer,3,Materials and Supplies,325,Printing,$13002.00
2016,General Operating Fund,City Treasurer,4,Equipment,420,Office Equipment,$1000.00
2016,General Operating Fund,City Representative,1,Personal Services,101,Perm Full Time-civilian,$418201.00
2016,General Operating Fund,City Representative,2,Purchase of Services,211,Transportation,$8000.00
2016,General Operating Fund,City Representative,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$2100.00
2016,General Operating Fund,City Representative,2,Purchase of Services,250,Professional Consult/spec Services,$528130.00
2016,General Operating Fund,City Representative,2,Purchase of Services,255,Dues,$1000.00
2016,General Operating Fund,City Representative,2,Purchase of Services,256,Seminar and Training Sessions,$10000.00
2016,General Operating Fund,City Representative,2,Purchase of Services,260,Repair and Maintenance Charges,$5000.00
2016,General Operating Fund,City Representative,2,Purchase of Services,285,Rents,$7500.00
2016,General Operating Fund,City Representative,3,Materials and Supplies,304,Books and Other Publications,$31000.00
2016,General Operating Fund,City Representative,3,Materials and Supplies,320,Office Materials and Supplies,$6000.00
2016,General Operating Fund,City Representative,3,Materials and Supplies,324,"Precision, Photographic and Artists",$8000.00
2016,General Operating Fund,City Representative,3,Materials and Supplies,325,Printing,$3000.00
2016,General Operating Fund,City Representative,4,Equipment,424,"Precision, Photographic and Artist",$6000.00
2016,General Operating Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,$2356211.00
2016,General Operating Fund,Commerce,2,Purchase of Services,211,Transportation,$1185.00
2016,General Operating Fund,Commerce,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$30.00
2016,General Operating Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,$5148448.00
2016,General Operating Fund,Commerce,2,Purchase of Services,256,Seminar and Training Sessions,$325.00
2016,General Operating Fund,Commerce,2,Purchase of Services,260,Repair and Maintenance Charges,$1875.00
2016,General Operating Fund,Commerce,2,Purchase of Services,285,Rents,$15012816.00
2016,General Operating Fund,Commerce,2,Purchase of Services,295,Purchase Services-imprest Advances,$250.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,304,Books and Other Publications,$1702.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,310,Electrical and Communication,$66.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$395.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,$16500.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,324,"Precision, Photographic and Artists",$16038.00
2016,General Operating Fund,Commerce,3,Materials and Supplies,325,Printing,$1953.00
2016,General Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$500000.00
2016,General Operating Fund,Law,1,Personal Services,100,Salary Control,$20000.00
2016,General Operating Fund,Law,1,Personal Services,101,Perm Full Time-civilian,$7353566.00
2016,General Operating Fund,Law,1,Personal Services,121,Temporary Seasonal,$5000.00
2016,General Operating Fund,Law,1,Personal Services,161,Overtime Civilian,$5000.00
2016,General Operating Fund,Law,2,Purchase of Services,209,Telephone,$200.00
2016,General Operating Fund,Law,2,Purchase of Services,210,Postage,$2000.00
2016,General Operating Fund,Law,2,Purchase of Services,211,Transportation,$17300.00
2016,General Operating Fund,Law,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$3000.00
2016,General Operating Fund,Law,2,Purchase of Services,250,Professional Consult/spec Services,$1554695.00
2016,General Operating Fund,Law,2,Purchase of Services,251,Information Technology-prof Service,$160000.00
2016,General Operating Fund,Law,2,Purchase of Services,253,Legal Services,$4199488.00
2016,General Operating Fund,Law,2,Purchase of Services,255,Dues,$40000.00
2016,General Operating Fund,Law,2,Purchase of Services,256,Seminar and Training Sessions,$20000.00
2016,General Operating Fund,Law,2,Purchase of Services,257,Architectural & Engineering Srvcs,$400000.00
2016,General Operating Fund,Law,2,Purchase of Services,258,Court Reporters,$300000.00
2016,General Operating Fund,Law,2,Purchase of Services,259,Arbitration Fees,$200000.00
2016,General Operating Fund,Law,2,Purchase of Services,260,Repair and Maintenance Charges,$14748.00
2016,General Operating Fund,Law,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$1478.00
2016,General Operating Fund,Law,2,Purchase of Services,277,Witness Fees,$8125.00
2016,General Operating Fund,Law,2,Purchase of Services,285,Rents,$89000.00
2016,General Operating Fund,Law,3,Materials and Supplies,304,Books and Other Publications,$130000.00
2016,General Operating Fund,Law,3,Materials and Supplies,310,Electrical and Communication,$70.00
2016,General Operating Fund,Law,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$185.00
2016,General Operating Fund,Law,3,Materials and Supplies,320,Office Materials and Supplies,$45000.00
2016,General Operating Fund,Law,3,Materials and Supplies,324,"Precision, Photographic and Artists",$21930.00
2016,General Operating Fund,Law,3,Materials and Supplies,325,Printing,$14000.00
2016,General Operating Fund,Law,4,Equipment,420,Office Equipment,$32491.00
2016,General Operating Fund,Law,4,Equipment,430,Furniture and Furnishings,$5000.00
2016,General Operating Fund,Board of Ethics,1,Personal Services,101,Perm Full Time-civilian,$956989.00
2016,General Operating Fund,Board of Ethics,2,Purchase of Services,209,Telephone,$3000.00
2016,General Operating Fund,Board of Ethics,2,Purchase of Services,210,Postage,$1500.00
2016,General Operating Fund,Board of Ethics,2,Purchase of Services,211,Transportation,$6500.00
2016,General Operating Fund,Board of Ethics,2,Purchase of Services,240,Advertising/promotional Activities,$500.00
2016,General Operating Fund,Board of Ethics,2,Purchase of Services,250,Professional Consult/spec Services,$13200.00
