FY,FM,Char,Character Title,Sub-obj,Sub-object Title,Fund,Dept,Original Appn Balance,Total  (Original Appn Balance) No.8,Total  (Original Appn Balance) No.7,Total  (Original Appn Balance) No.6,Total  (Original Appn Balance) No.5,Total  (Original Appn Balance) No.4,Total  (Original Appn Balance) No.3,Total  (Original Appn Balance) No.2,Total  (Original Appn Balance) No.1,Fund Title,Department Title
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,26,11126,2156345697,2156345697,2156345697,34886627,43836,52335,43836,2156345697,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,26,8499,2156354196,2156354196,2156354196,34895126,52335,52335,52335,2156354196,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION           0305,10,26,30755,2156384951,2156384951,2156384951,34925881,83090,44775,30755,2156384951,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION           0305,10,26,11915,2156396866,2156396866,2156396866,34937796,95005,44775,42670,2156396866,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION           0305,10,26,2105,2156398971,2156398971,2156398971,34939901,97110,44775,44775,2156398971,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,26,34007,2156432978,2156432978,2156432978,34973908,131117,71028,34007,2156432978,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,26,22000,2156454978,2156454978,2156454978,34995908,153117,71028,56007,2156454978,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,26,3300,2156458278,2156458278,2156458278,34999208,156417,71028,59307,2156458278,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL   0308,10,26,11721,2156469999,2156469999,2156469999,35010929,168138,71028,71028,2156469999,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,26,3639,2156473638,2156473638,2156473638,35014568,171777,4139,3639,2156473638,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,26,500,2156474138,2156474138,2156474138,35015068,172277,4139,4139,2156474138,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,311,GENERAL EQUIPMENT AND MACHINERY     0311,10,26,267,2156474405,2156474405,2156474405,35015335,172544,267,267,2156474405,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,312,FIRE FIGHTING AND SAFETY            0312,10,26,2550,2156476955,2156476955,2156476955,35017885,175094,2550,2550,2156476955,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,26,1370,2156478325,2156478325,2156478325,35019255,176464,1370,1370,2156478325,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS    0316,10,26,500,2156478825,2156478825,2156478825,35019755,176964,7154,500,2156478825,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS    0316,10,26,154,2156478979,2156478979,2156478979,35019909,177118,7154,654,2156478979,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS    0316,10,26,5500,2156484479,2156484479,2156484479,35025409,182618,7154,6154,2156484479,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS    0316,10,26,1000,2156485479,2156485479,2156485479,35026409,183618,7154,7154,2156485479,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,318,"JANITORIAL, LAUNDRY AND HOUSEHOLD   0318",10,26,6710,2156492189,2156492189,2156492189,35033119,190328,33410,6710,2156492189,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,318,"JANITORIAL, LAUNDRY AND HOUSEHOLD   0318",10,26,1100,2156493289,2156493289,2156493289,35034219,191428,33410,7810,2156493289,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,318,"JANITORIAL, LAUNDRY AND HOUSEHOLD   0318",10,26,24600,2156517889,2156517889,2156517889,35058819,216028,33410,32410,2156517889,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,318,"JANITORIAL, LAUNDRY AND HOUSEHOLD   0318",10,26,1000,2156518889,2156518889,2156518889,35059819,217028,33410,33410,2156518889,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,26,63550,2156582439,2156582439,2156582439,35123369,280578,85250,63550,2156582439,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,26,7600,2156590039,2156590039,2156590039,35130969,288178,85250,71150,2156590039,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,26,4100,2156594139,2156594139,2156594139,35135069,292278,85250,75250,2156594139,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,26,10000,2156604139,2156604139,2156604139,35145069,302278,85250,85250,2156604139,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS    0322,10,26,938,2156605077,2156605077,2156605077,35146007,303216,13988,938,2156605077,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS    0322,10,26,12100,2156617177,2156617177,2156617177,35158107,315316,13988,13038,2156617177,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,322,SMALL POWER TOOLS AND HAND TOOLS    0322,10,26,950,2156618127,2156618127,2156618127,35159057,316266,13988,13988,2156618127,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,324,"PRECISION, PHOTOGRAPHIC AND ARTISTS 0324",10,26,3400,2156621527,2156621527,2156621527,35162457,319666,29712,3400,2156621527,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,324,"PRECISION, PHOTOGRAPHIC AND ARTISTS 0324",10,26,26312,2156647839,2156647839,2156647839,35188769,345978,29712,29712,2156647839,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,26,2500,2156650339,2156650339,2156650339,35191269,348478,16700,2500,2156650339,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,26,14200,2156664539,2156664539,2156664539,35205469,362678,16700,16700,2156664539,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL        0326,10,26,415,2156664954,2156664954,2156664954,35205884,363093,415,415,2156664954,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,328,MOTOR VEHICLE PARTS AND ACCESSORIES 0328,10,26,374,2156665328,2156665328,2156665328,35206258,363467,12608,374,2156665328,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,328,MOTOR VEHICLE PARTS AND ACCESSORIES 0328,10,26,12234,2156677562,2156677562,2156677562,35218492,375701,12608,12608,2156677562,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,3,03 MATERIALS AND SUPPLIES,341,COMPRESSED NATURAL GAS (CNG)        0341,10,26,250,2156677812,2156677812,2156677812,35218742,375951,250,250,2156677812,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,405,"CONSTRUCTION, DREDGING, CONVEYING   0405",10,26,800,2156678612,2156678612,2156678612,35219542,800,800,800,2156678612,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,410,ELECTRICAL LIGHTING COMMUNICATION   0410,10,26,1500,2156680112,2156680112,2156680112,35221042,2300,1500,1500,2156680112,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,411,GENERAL EQUIPMENT AND MACHINERY     0411,10,26,2200,2156682312,2156682312,2156682312,35223242,4500,2200,2200,2156682312,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,420,OFFICE EQUIPMENT                    0420,10,26,6028,2156688340,2156688340,2156688340,35229270,10528,77496,6028,2156688340,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,420,OFFICE EQUIPMENT                    0420,10,26,10309,2156698649,2156698649,2156698649,35239579,20837,77496,16337,2156698649,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,420,OFFICE EQUIPMENT                    0420,10,26,8290,2156706939,2156706939,2156706939,35247869,29127,77496,24627,2156706939,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,420,OFFICE EQUIPMENT                    0420,10,26,52869,2156759808,2156759808,2156759808,35300738,81996,77496,77496,2156759808,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,10,26,1300,2156761108,2156761108,2156761108,35302038,83296,1834,1300,2156761108,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,10,26,534,2156761642,2156761642,2156761642,35302572,83830,1834,1834,2156761642,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,424,"PRECISION, PHOTOGRAPHIC AND ARTIST  0424",10,26,6300,2156767942,2156767942,2156767942,35308872,90130,6300,6300,2156767942,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,26,2105,2156770047,2156770047,2156770047,35310977,92235,5736,2105,2156770047,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,26,3631,2156773678,2156773678,2156773678,35314608,95866,5736,5736,2156773678,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,26,2566,2156776244,2156776244,2156776244,35317174,98432,440158,2566,2156776244,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,26,113592,2156889836,2156889836,2156889836,35430766,212024,440158,116158,2156889836,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,26,96000,2156985836,2156985836,2156985836,35526766,308024,440158,212158,2156985836,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,26,228000,2157213836,2157213836,2157213836,35754766,536024,440158,440158,2157213836,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,4,04 EQUIPMENT,499,OTHER EQUIPMENT (NOC)               0499,10,26,500,2157214336,2157214336,2157214336,35755266,536524,500,500,2157214336,010 GENERAL OPERATING FD,26 LICENSES & INSPECTIONS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,27,99080,2157313416,2157313416,2157313416,99080,99080,99080,99080,2157313416,010 GENERAL OPERATING FD,27 BOARD OF LICENSES & INSPECTIONS
2018,1,1,01 PERSONAL SERVICES,131,BOARD                               0131,10,27,62269,2157375685,2157375685,2157375685,161349,161349,62269,62269,2157375685,010 GENERAL OPERATING FD,27 BOARD OF LICENSES & INSPECTIONS
2018,1,2,02 PURCHASE OF SERVICES,258,COURT REPORTERS                     0258,10,27,10436,2157386121,2157386121,2157386121,171785,10436,10436,10436,2157386121,010 GENERAL OPERATING FD,27 BOARD OF LICENSES & INSPECTIONS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,29,59255,2157445376,2157445376,2157445376,59255,59255,59255,59255,2157445376,010 GENERAL OPERATING FD,29 BOARD OF BUILDING STANDARDS
2018,1,1,01 PERSONAL SERVICES,131,BOARD                               0131,10,29,16164,2157461540,2157461540,2157461540,75419,75419,16164,16164,2157461540,010 GENERAL OPERATING FD,29 BOARD OF BUILDING STANDARDS
2018,1,1,01 PERSONAL SERVICES,100,SALARY CONTROL                      0100,10,31,46862,2157508402,2157508402,2157508402,46862,46862,55272,46862,2157508402,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,100,SALARY CONTROL                      0100,10,31,8410,2157516812,2157516812,2157516812,55272,55272,55272,55272,2157516812,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,31,882725,2158399537,2158399537,2158399537,937997,937997,2966823,882725,2158399537,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,31,776477,2159176014,2159176014,2159176014,1714474,1714474,2966823,1659202,2159176014,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,31,863692,2160039706,2160039706,2160039706,2578166,2578166,2966823,2522894,2160039706,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,31,325146,2160364852,2160364852,2160364852,2903312,2903312,2966823,2848040,2160364852,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,31,118783,2160483635,2160483635,2160483635,3022095,3022095,2966823,2966823,2160483635,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,31,17010,2160500645,2160500645,2160500645,3039105,3039105,45127,17010,2160500645,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,31,5000,2160505645,2160505645,2160505645,3044105,3044105,45127,22010,2160505645,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,31,19780,2160525425,2160525425,2160525425,3063885,3063885,45127,41790,2160525425,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,31,3115,2160528540,2160528540,2160528540,3067000,3067000,45127,44905,2160528540,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,109,PLUS/MINUS GROSS ADJ                0109,10,31,222,2160528762,2160528762,2160528762,3067222,3067222,45127,45127,2160528762,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,31,3990,2160532752,2160532752,2160532752,3071212,3071212,126457,3990,2160532752,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,31,28517,2160561269,2160561269,2160561269,3099729,3099729,126457,32507,2160561269,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,31,44173,2160605442,2160605442,2160605442,3143902,3143902,126457,76680,2160605442,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,31,6000,2160611442,2160611442,2160611442,3149902,3149902,126457,82680,2160611442,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,31,43777,2160655219,2160655219,2160655219,3193679,3193679,126457,126457,2160655219,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,31,63,2160655282,2160655282,2160655282,3193742,3193742,1256,63,2160655282,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,31,785,2160656067,2160656067,2160656067,3194527,3194527,1256,848,2160656067,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,31,131,2160656198,2160656198,2160656198,3194658,3194658,1256,979,2160656198,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,31,91,2160656289,2160656289,2160656289,3194749,3194749,1256,1070,2160656289,010 GENERAL OPERATING FD,31 RECORDS
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,31,186,2160656475,2160656475,2160656475,3194935,3194935,1256,1256,2160656475,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,31,279,2160656754,2160656754,2160656754,3195214,279,1185,279,2160656754,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,31,23,2160656777,2160656777,2160656777,3195237,302,1185,302,2160656777,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,31,883,2160657660,2160657660,2160657660,3196120,1185,1185,1185,2160657660,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,31,73,2160657733,2160657733,2160657733,3196193,1258,119,73,2160657733,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,31,40,2160657773,2160657773,2160657773,3196233,1298,119,113,2160657773,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,31,6,2160657779,2160657779,2160657779,3196239,1304,119,119,2160657779,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFF-SHELF COMP SOFTWARE  0216,10,31,4013,2160661792,2160661792,2160661792,3200252,5317,7328,4013,2160661792,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFF-SHELF COMP SOFTWARE  0216,10,31,1715,2160663507,2160663507,2160663507,3201967,7032,7328,5728,2160663507,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFF-SHELF COMP SOFTWARE  0216,10,31,1600,2160665107,2160665107,2160665107,3203567,8632,7328,7328,2160665107,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,31,283611,2160948718,2160948718,2160948718,3487178,292243,1229071,283611,2160948718,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,31,319700,2161268418,2161268418,2161268418,3806878,611943,1229071,603311,2161268418,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,31,13931,2161282349,2161282349,2161282349,3820809,625874,1229071,617242,2161282349,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,31,2718,2161285067,2161285067,2161285067,3823527,628592,1229071,619960,2161285067,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,31,609111,2161894178,2161894178,2161894178,4432638,1237703,1229071,1229071,2161894178,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGY-PROF SERVICE 0251,10,31,30000,2161924178,2161924178,2161924178,4462638,1267703,30000,30000,2161924178,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,31,445,2161924623,2161924623,2161924623,4463083,1268148,445,445,2161924623,010 GENERAL OPERATING FD,31 RECORDS
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,31,495,2161925118,2161925118,2161925118,4463578,1268643,495,495,2161925118,010 GENERAL OPERATING FD,31 RECORDS
